	Su2C					TCGA							
Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Beta oxidation of octanoyl-CoA to hexanoyl-CoA	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Beta-oxidation of pristanoyl-CoA	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Catecholamine biosynthesis	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
c-src mediated regulation of Cx43 function and closure of gap junctions	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
ERK2 activation	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Estrogen biosynthesis	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Fibronectin matrix formation	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Formation of the Editosome	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
G2 Phase	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Galactose catabolism	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
GRB7 events in ERBB2 signaling	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
HCN channels	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Heme degradation	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Histamine receptors	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Inhibition of HSL	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Inhibition of TSC complex formation by PKB	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Interleukin-1 processing	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
LDL-mediated lipid transport	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Leukotriene receptors	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Localization of the PINCH-ILK-PARVIN complex to focal adhesions	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Lysine catabolism	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Lysosphingolipid and LPA receptors	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
MEK activation	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
mitochondrial fatty acid beta-oxidation of saturated fatty acids	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Mitotic Metaphase/Anaphase Transition	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
mRNA Editing: C to U Conversion	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Mtb iron assimilation by chelation	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Muscarinic acetylcholine receptors	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
NRIF signals cell death from the nucleus	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
p75NTR regulates axonogenesis	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
PDE3B signalling	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
phospho-PLA2 pathway	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
PI and PC transport between ER and Golgi membranes	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Plasmalogen biosynthesis	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Processing and Activation of SUMO	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Proton/oligonucleotide cotransporters	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
RAF activation	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
RAF phosphorylates MEK	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Regulated proteolysis of p75NTR	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Regulation by TREX1	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Regulation of Commissural axon pathfinding by Slit and Robo	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Regulation of gap junction activity	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Regulation of Gene Expression by Hypoxia-inducible Factor	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Regulation of PAK-2p34 activity by PS-GAP/RHG10	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Relaxin receptors	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Response of Mtb to phagocytosis	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
S6K1 signalling	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Scavenging by Class F Receptors	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
"Sodium-coupled sulphate, di- and tri-carboxylate transporters"	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Stabilization of mRNA by HuR	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Sulfide oxidation to sulfate	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Synthesis of Dolichyl-phosphate	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Synthesis of dolichyl-phosphate-glucose	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Synthesis of GDP-mannose	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Synthesis of PI	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Synthesis of PS	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Terminal pathway of complement	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
"Transfer of SUMO from E1 to E2 (UBE2I, UBC9)"	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Transport of organic anions	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
TRKA activation by NGF	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Tryptophan catabolism	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Vasopressin-like receptors	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
vRNP Assembly	0	0	0		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Activation of CaMK IV	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Activation of Chaperones by ATF6-alpha	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Activation of Na-permeable Kainate Receptors	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Activation of the phototransduction cascade	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Activation of TRKA receptors	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Assembly of the RAD50-MRE11-NBS1 complex at DNA double-strand breaks	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Association of licensing factors with the pre-replicative complex	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
"BoNT Light Chain Types A, C1, E cleave SNAP-25"	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
CaMK IV-mediated phosphorylation of CREB	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
CREB phosphorylation through the activation of CaMKK	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Degradation of GABA	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
DNA Damage Recognition in GG-NER	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Eicosanoids	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Electric Transmission Across Gap Junctions	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
FGFR1c ligand binding and activation	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
FGFR2c ligand binding and activation	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
FGFR3 ligand binding and activation	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
FGFR3b ligand binding and activation	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
FGFR3c ligand binding and activation	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Formation of annular gap junctions	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Gap-filling DNA repair synthesis and ligation in GG-NER	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Gap-filling DNA repair synthesis and ligation in TC-NER	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Metabolism of folate and pterines	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Metabolism of porphyrins	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Mitochondrial Iron-Sulfur Cluster Biogenesis	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Mitochondrial transcription initiation	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
MRN complex relocalizes to nuclear foci	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Multifunctional anion exchangers	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
NADE modulates death signalling	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
NF-kB is activated and signals survival	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
NGF-independant TRKA activation	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
N-glycan trimming and elongation in the cis-Golgi	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
P2Y receptors	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Pre-NOTCH Processing in Golgi	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Propionyl-CoA catabolism	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Purine salvage	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Regulation of Insulin Secretion by Fatty Acids Bound to GPR40 (FFAR1)	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Regulation of Insulin Secretion by Free Fatty Acids	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Regulation of Signaling by NODAL	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Release of eIF4E	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Repair synthesis for gap-filling by DNA polymerase in TC-NER	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Repair synthesis of patch ~27-30 bases long  by DNA polymerase	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Signaling by activated point mutants of FGFR1	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Signaling by activated point mutants of FGFR3	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Signaling by FGFR3 mutants	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
SLBP independent Processing of Histone Pre-mRNAs	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Sodium/Proton exchangers	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Synthesis of PE	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
"Synthesis, Secretion, and Inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)"	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Transcription from mitochondrial promoters	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Transmission across Electrical Synapses	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
Vitamins B6 activation to pyridoxal phosphate	1	0.090909091	0.301511345		1	0.090909091	0.301511345	11		TCGA	1	0	TCGA
A third proteolytic cleavage releases NICD	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Abacavir metabolism	0	0	0		0	0	0	11		TCGA	1	0	TCGA
ABH2 mediated Reversal of Alkylation Damage	0	0	0		0	0	0	11		TCGA	1	0	TCGA
ABH3 mediated Reversal of Alkylation Damage	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Abnormal metabolism in phenylketonuria	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Acetylation	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Activation and oligomerization of BAK protein	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Activation of AMPA receptors	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Activation of C3 and C5	0	0	0		0	0	0	11		TCGA	1	0	TCGA
"Activation, translocation and oligomerization of BAX"	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Adrenaline signalling through Alpha-2 adrenergic receptor	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Agmatine biosynthesis	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Alpha-oxidation of phytanate	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Alternative complement activation	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Amplification of signal from the kinetochores	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Amplification of signal from unattached  kinetochores via a MAD2  inhibitory signal	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Assembly of the RAD51-ssDNA nucleoprotein complex	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Assembly of Viral Components at the Budding Site	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Astrocytic Glutamate-Glutamine Uptake And Metabolism	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Axonal growth stimulation	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Beta defensins	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Beta oxidation of butanoyl-CoA to acetyl-CoA	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Beta oxidation of hexanoyl-CoA to butanoyl-CoA	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Beta oxidation of myristoyl-CoA to lauroyl-CoA	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Beta oxidation of palmitoyl-CoA to myristoyl-CoA	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Beta-oxidation of very long chain fatty acids	0	0	0		0	0	0	11		TCGA	1	0	TCGA
"Biosynthesis of A2E, implicated in retinal degradation"	0	0	0		0	0	0	11		TCGA	1	0	TCGA
"BoNT Light Chain Types B, D, and F cleave VAMP/Synaptobrevin"	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Breakdown of the nuclear lamina	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Budding	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Cam-PDE 1 activation	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Carnitine synthesis	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Cation-coupled Chloride cotransporters	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Class II GLUTs	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Classical antibody-mediated complement activation	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Classical Kir channels	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Conjugation of SUMO to E1 (UBA2:SAE1)	0	0	0		0	0	0	11		TCGA	1	0	TCGA
cRNA Synthesis	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Crosslinking of collagen fibrils	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Cysteine formation from homocysteine	0	0	0		0	0	0	11		TCGA	1	0	TCGA
DNA Damage Bypass	0	0	0		0	0	0	11		TCGA	1	0	TCGA
DNA Damage Reversal	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Electron Transport from NADPH to Ferredoxin	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Endosomal/Vacuolar pathway	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Entry of Influenza Virion into Host Cell via Endocytosis	0	0	0		0	0	0	11		TCGA	1	0	TCGA
FGFR1c and Klotho ligand binding and activation	0	0	0		0	0	0	11		TCGA	1	0	TCGA
FMO oxidizes nucleophiles	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Formation of apoptosome	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Formation of ATP by chemiosmotic coupling	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Fructose catabolism	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Fusion and Uncoating of the Influenza Virion	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Fusion of the Influenza Virion to the Host Cell Endosome	0	0	0		0	0	0	11		TCGA	1	0	TCGA
GABA synthesis	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Host Interactions with Influenza Factors	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Hydrolysis of LPC	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Hydrolysis of LPE	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Hydroxycarboxylic acid-binding receptors	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Influenza Virus Induced Apoptosis	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Inhibition of Host mRNA Processing and RNA Silencing	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Inhibition of IFN-beta	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Inhibition of Interferon Synthesis	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Inhibition of PKR	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Insulin effects increased synthesis of Xylulose-5-Phosphate	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Interaction With Cumulus Cells	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Interactions of Tat with host cellular proteins	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Ketone body metabolism	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Minus-strand DNA synthesis	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Mitochondrial transcription termination	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Mitochondrial Uncoupling Proteins	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Molybdenum cofactor biosynthesis	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Nectin/Necl  trans heterodimerization	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Nef mediated downregulation of CD28 cell surface expression	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Neurotransmitter uptake and Metabolism In Glial Cells	0	0	0		0	0	0	11		TCGA	1	0	TCGA
NFG and proNGF binds to p75NTR	0	0	0		0	0	0	11		TCGA	1	0	TCGA
NGF processing	0	0	0		0	0	0	11		TCGA	1	0	TCGA
N-Glycan antennae elongation	0	0	0		0	0	0	11		TCGA	1	0	TCGA
NOTCH2 intracellular domain regulates transcription	0	0	0		0	0	0	11		TCGA	1	0	TCGA
NS1 Mediated Effects on Host Pathways	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Organic anion transport	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Organic anion transporters	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Oxygen-dependent Asparagine Hydroxylation of Hypoxia-inducible Factor Alpha	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Packaging of Eight RNA Segments	0	0	0		0	0	0	11		TCGA	1	0	TCGA
PLC-mediated hydrolysis of PIP2	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Plus-strand DNA synthesis	0	0	0		0	0	0	11		TCGA	1	0	TCGA
"Polyamines are oxidized to amines, aldehydes and H2O2 by PAOs"	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Pre-NOTCH Processing in the Endoplasmic Reticulum	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Processing of DNA double-strand break ends	0	0	0		0	0	0	11		TCGA	1	0	TCGA
"Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2"	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Proteolytic Processing of SUMO	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Proton-coupled monocarboxylate transport	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Regulation of thyroid hormone activity	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Release	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Release of apoptotic factors from the mitochondria	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Resolution of D-loop structures	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Resolution of D-loop structures through Holliday junction intermediates	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Reversal of Alkylation Damage By DNA Dioxygenases	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Reverse Transcription of HIV RNA	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Rhesus glycoproteins mediate ammonium transport.	0	0	0		0	0	0	11		TCGA	1	0	TCGA
SHC activation	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Signaling by FGFR1 amplification mutants	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Signaling by FGFR2 amplification mutants	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Signaling by FGFR4 mutants	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Signalling to ERK5	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Sodium/Calcium exchangers	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Sodium-coupled phosphate cotransporters	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Sperm:Oocyte Membrane Binding	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Sterols are 12-hydroxylated by CYP8B1	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Synthesis of 12-eicosatetraenoic acid derivatives	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Synthesis of 15-eicosatetraenoic acid derivatives	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Synthesis of 5-eicosatetraenoic acids	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Synthesis of CL	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Synthesis of dolichyl-phosphate mannose	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Synthesis of Hepoxilins (HX) and Trioxilins (TrX)	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Synthesis of Ketone Bodies	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Synthesis of Lipoxins (LX)	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Synthesis of PIPs at the ER membrane	0	0	0		0	0	0	11		TCGA	1	0	TCGA
t(4;14) translocations of FGFR3	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Tandem pore domain halothane-inhibited K+ channel (THIK)	0	0	0		0	0	0	11		TCGA	1	0	TCGA
The fatty acid cycling model	0	0	0		0	0	0	11		TCGA	1	0	TCGA
The IPAF inflammasome	0	0	0		0	0	0	11		TCGA	1	0	TCGA
The proton buffering model	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Trafficking of dietary sterols	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Transfer of LPS from LBP carrier to CD14	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Translesion synthesis by DNA polymerases bypassing lesion on DNA template	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Translesion synthesis by HREV1	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Translesion synthesis by Pol eta	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Translesion synthesis by Pol zeta	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Translocation of BoNT Light chain	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Transport of connexons to the plasma membrane	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Transport of fatty acids	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Transport of Glycerol from Adipocytes to the Liver by Aquaporins	0	0	0		0	0	0	11		TCGA	1	0	TCGA
"Transport of HA trimer, NA tetramer and M2 tetramer from the endoplasmic reticulum to the Golgi Apparatus"	0	0	0		0	0	0	11		TCGA	1	0	TCGA
TWIK related potassium channel (TREK)	0	0	0		0	0	0	11		TCGA	1	0	TCGA
TWIK-related alkaline pH activated K+ channel (TALK)	0	0	0		0	0	0	11		TCGA	1	0	TCGA
TWIK-related spinal cord K+ channel (TRESK)	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Type II Na+/Pi cotransporters	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Uncoating of the HIV Virion	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Uncoating of the Influenza Virion	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Utilization of Ketone Bodies	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Viral RNP Complexes in the Host Cell Nucleus	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Virus Assembly and Release	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Vitamin B2 (riboflavin) metabolism	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Vitamin C (ascorbate) metabolism	0	0	0		0	0	0	11		TCGA	1	0	TCGA
Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization	0	0	0		0	0	0	11		TCGA	1	0	TCGA
vRNA Synthesis	0	0	0		0	0	0	11		TCGA	1	0	TCGA
											1178	257	
